"","Cov.Eff.Dist","Cov.Val.Dist","Structure"
"7773","Dist4","Dist5","Clementsian"
"7774","Dist4","Dist6","Clementsian"
"7775","Dist4","Dist7","Quasi-Nested"
"7776","Dist4","Dist8","Nested"
"7777","Dist1","Dist1","Random"
"7778","Dist1","Dist2","Gleasonian"
"7779","Dist1","Dist3","Random"
"7780","Dist1","Dist4","Random"
"7781","Dist1","Dist5","Checkerboard"
"7782","Dist1","Dist6","Random"
"7783","Dist1","Dist7","Random"
"7784","Dist1","Dist8","Quasi-Clementsian"
"7785","Dist2","Dist1","Random"
"7786","Dist2","Dist2","Clementsian"
"7787","Dist2","Dist3","Quasi-Clementsian"
"7788","Dist2","Dist4","Random"
"7789","Dist2","Dist5","Random"
"7790","Dist2","Dist6","Clementsian"
"7791","Dist2","Dist7","Clementsian"
"7792","Dist2","Dist8","Quasi-Nested"
"7793","Dist3","Dist1","Random"
"7794","Dist3","Dist2","Gleasonian"
"7795","Dist3","Dist3","Quasi-Nested"
"7796","Dist3","Dist4","Random"
"7797","Dist3","Dist5","Random"
"7798","Dist3","Dist6","Gleasonian"
"7799","Dist3","Dist7","Random"
"7800","Dist3","Dist8","Quasi-Clementsian"
"7801","Dist4","Dist1","Clementsian"
"7802","Dist4","Dist2","Clementsian"
"7803","Dist4","Dist3","Quasi-Nested"
"7804","Dist4","Dist4","Quasi-Clementsian"
"7805","Dist4","Dist5","Clementsian"
"7806","Dist4","Dist6","Clementsian"
"7807","Dist4","Dist7","Quasi-Nested"
"7808","Dist4","Dist8","Quasi-Nested"
"7809","Dist1","Dist1","Random"
"7810","Dist1","Dist2","Gleasonian"
"7811","Dist1","Dist3","Random"
"7812","Dist1","Dist4","Quasi-Clementsian"
"7813","Dist1","Dist5","Random"
"7814","Dist1","Dist6","Gleasonian"
"7815","Dist1","Dist7","Random"
"7816","Dist1","Dist8","Quasi-Clementsian"
"7817","Dist2","Dist1","Random"
"7818","Dist2","Dist2","Clementsian"
"7819","Dist2","Dist3","Quasi-Nested"
"7820","Dist2","Dist4","Quasi-Nested"
"7821","Dist2","Dist5","Random"
"7822","Dist2","Dist6","Clementsian"
"7823","Dist2","Dist7","Quasi-Nested"
"7824","Dist2","Dist8","Quasi-Nested"
"7825","Dist3","Dist1","Random"
"7826","Dist3","Dist2","Clementsian"
"7827","Dist3","Dist3","Quasi-Clementsian"
"7828","Dist3","Dist4","Quasi-Nested"
"7829","Dist3","Dist5","Random"
"7830","Dist3","Dist6","Clementsian"
"7831","Dist3","Dist7","Random"
"7832","Dist3","Dist8","Quasi-Clementsian"
"7833","Dist4","Dist1","Gleasonian"
"7834","Dist4","Dist2","Clementsian"
"7835","Dist4","Dist3","Quasi-Clementsian"
"7836","Dist4","Dist4","Quasi-Nested"
"7837","Dist4","Dist5","Quasi-Clementsian"
"7838","Dist4","Dist6","Clementsian"
"7839","Dist4","Dist7","Nested"
"7840","Dist4","Dist8","Quasi-Nested"
"7841","Dist1","Dist1","Random"
"7842","Dist1","Dist2","Gleasonian"
"7843","Dist1","Dist3","Random"
"7844","Dist1","Dist4","Quasi-Nested"
"7845","Dist1","Dist5","Random"
"7846","Dist1","Dist6","Random"
"7847","Dist1","Dist7","Random"
"7848","Dist1","Dist8","Clementsian"
"7849","Dist2","Dist1","Random"
"7850","Dist2","Dist2","Gleasonian"
"7851","Dist2","Dist3","Random"
"7852","Dist2","Dist4","Random"
"7853","Dist2","Dist5","Random"
"7854","Dist2","Dist6","Gleasonian"
"7855","Dist2","Dist7","Random"
"7856","Dist2","Dist8","Quasi-Nested"
"7857","Dist3","Dist1","Random"
"7858","Dist3","Dist2","Clementsian"
"7859","Dist3","Dist3","Quasi-Nested"
"7860","Dist3","Dist4","Quasi-Nested"
"7861","Dist3","Dist5","Random"
"7862","Dist3","Dist6","Clementsian"
"7863","Dist3","Dist7","Quasi-Nested"
"7864","Dist3","Dist8","Quasi-Nested"
"7865","Dist4","Dist1","Gleasonian"
"7866","Dist4","Dist2","Clementsian"
"7867","Dist4","Dist3","Quasi-Nested"
"7868","Dist4","Dist4","Quasi-Nested"
"7869","Dist4","Dist5","Random"
"7870","Dist4","Dist6","Clementsian"
"7871","Dist4","Dist7","Nested"
"7872","Dist4","Dist8","Random"
"7873","Dist1","Dist1","Clementsian"
"7874","Dist1","Dist2","Clementsian"
"7875","Dist1","Dist3","Nested"
"7876","Dist1","Dist4","Quasi-Clementsian"
"7877","Dist1","Dist5","Random"
"7878","Dist1","Dist6","Clementsian"
"7879","Dist1","Dist7","Random"
"7880","Dist1","Dist8","Quasi-Nested"
"7881","Dist2","Dist1","Clementsian"
"7882","Dist2","Dist2","Clementsian"
"7883","Dist2","Dist3","Quasi-Nested"
"7884","Dist2","Dist4","Nested"
"7885","Dist2","Dist5","Random"
"7886","Dist2","Dist6","Clementsian"
"7887","Dist2","Dist7","Nested"
"7888","Dist2","Dist8","Quasi-Nested"
"7889","Dist3","Dist1","Random"
"7890","Dist3","Dist2","Clementsian"
"7891","Dist3","Dist3","Quasi-Nested"
"7892","Dist3","Dist4","Quasi-Nested"
"7893","Dist3","Dist5","Random"
"7894","Dist3","Dist6","Quasi-Nested"
"7895","Dist3","Dist7","Nested"
"7896","Dist3","Dist8","Quasi-Clementsian"
"7897","Dist4","Dist1","Clementsian"
"7898","Dist4","Dist2","Clementsian"
"7899","Dist4","Dist3","Nested"
"7900","Dist4","Dist4","Random"
"7901","Dist4","Dist5","Random"
"7902","Dist4","Dist6","Clementsian"
"7903","Dist4","Dist7","Quasi-Clementsian"
"7904","Dist4","Dist8","Random"
"7905","Dist1","Dist1","Random"
"7906","Dist1","Dist2","Clementsian"
"7907","Dist1","Dist3","Random"
"7908","Dist1","Dist4","Quasi-Nested"
"7909","Dist1","Dist5","Random"
"7910","Dist1","Dist6","Quasi-Clementsian"
"7911","Dist1","Dist7","Random"
"7912","Dist1","Dist8","Quasi-Nested"
"7913","Dist2","Dist1","Clementsian"
"7914","Dist2","Dist2","Clementsian"
"7915","Dist2","Dist3","Clementsian"
"7916","Dist2","Dist4","Random"
"7917","Dist2","Dist5","Random"
"7918","Dist2","Dist6","Gleasonian"
"7919","Dist2","Dist7","Quasi-Nested"
"7920","Dist2","Dist8","Quasi-Nested"
"7921","Dist3","Dist1","Random"
"7922","Dist3","Dist2","Gleasonian"
"7923","Dist3","Dist3","Random"
"7924","Dist3","Dist4","Random"
"7925","Dist3","Dist5","Random"
"7926","Dist3","Dist6","Gleasonian"
"7927","Dist3","Dist7","Quasi-Clementsian"
"7928","Dist3","Dist8","Nested"
"7929","Dist4","Dist1","Gleasonian"
"7930","Dist4","Dist2","Clementsian"
"7931","Dist4","Dist3","Quasi-Clementsian"
"7932","Dist4","Dist4","Random"
"7933","Dist4","Dist5","Quasi-Clementsian"
"7934","Dist4","Dist6","Clementsian"
"7935","Dist4","Dist7","Quasi-Nested"
"7936","Dist4","Dist8","Quasi-Nested"
"7937","Dist1","Dist1","Random"
"7938","Dist1","Dist2","Gleasonian"
"7939","Dist1","Dist3","Random"
"7940","Dist1","Dist4","Quasi-Nested"
"7941","Dist1","Dist5","Random"
"7942","Dist1","Dist6","Clementsian"
"7943","Dist1","Dist7","Random"
"7944","Dist1","Dist8","Nested"
"7945","Dist2","Dist1","Random"
"7946","Dist2","Dist2","Clementsian"
"7947","Dist2","Dist3","Quasi-Nested"
"7948","Dist2","Dist4","Quasi-Clementsian"
"7949","Dist2","Dist5","Random"
"7950","Dist2","Dist6","Quasi-Clementsian"
"7951","Dist2","Dist7","Quasi-Nested"
"7952","Dist2","Dist8","Quasi-Nested"
"7953","Dist3","Dist1","Random"
"7954","Dist3","Dist2","Gleasonian"
"7955","Dist3","Dist3","Quasi-Clementsian"
"7956","Dist3","Dist4","Quasi-Nested"
"7957","Dist3","Dist5","Random"
"7958","Dist3","Dist6","Clementsian"
"7959","Dist3","Dist7","Random"
"7960","Dist3","Dist8","Quasi-Nested"
"7961","Dist4","Dist1","Clementsian"
"7962","Dist4","Dist2","Clementsian"
"7963","Dist4","Dist3","Clementsian"
"7964","Dist4","Dist4","Random"
"7965","Dist4","Dist5","Clementsian"
"7966","Dist4","Dist6","Clementsian"
"7967","Dist4","Dist7","Quasi-Nested"
"7968","Dist4","Dist8","Nested"
"7969","Dist1","Dist1","Random"
"7970","Dist1","Dist2","Gleasonian"
"7971","Dist1","Dist3","Random"
"7972","Dist1","Dist4","Quasi-Clementsian"
"7973","Dist1","Dist5","Random"
"7974","Dist1","Dist6","Clementsian"
"7975","Dist1","Dist7","Quasi-Nested"
"7976","Dist1","Dist8","Quasi-Nested"
"7977","Dist2","Dist1","Clementsian"
"7978","Dist2","Dist2","Clementsian"
"7979","Dist2","Dist3","Quasi-Nested"
"7980","Dist2","Dist4","Random"
"7981","Dist2","Dist5","Random"
"7982","Dist2","Dist6","Clementsian"
"7983","Dist2","Dist7","Quasi-Nested"
"7984","Dist2","Dist8","Nested"
"7985","Dist3","Dist1","Random"
"7986","Dist3","Dist2","Gleasonian"
"7987","Dist3","Dist3","Quasi-Nested"
"7988","Dist3","Dist4","Clementsian"
"7989","Dist3","Dist5","Random"
"7990","Dist3","Dist6","Clementsian"
"7991","Dist3","Dist7","Random"
"7992","Dist3","Dist8","Quasi-Nested"
"7993","Dist4","Dist1","Quasi-Clementsian"
"7994","Dist4","Dist2","Clementsian"
"7995","Dist4","Dist3","Quasi-Clementsian"
"7996","Dist4","Dist4","Quasi-Nested"
"7997","Dist4","Dist5","Clementsian"
"7998","Dist4","Dist6","Clementsian"
"7999","Dist4","Dist7","Nested"
"8000","Dist4","Dist8","Quasi-Nested"
"8001","Dist1","Dist1","Random"
"8002","Dist1","Dist2","Clementsian"
"8003","Dist1","Dist3","Quasi-Nested"
"8004","Dist1","Dist4","Quasi-Clementsian"
"8005","Dist1","Dist5","Random"
"8006","Dist1","Dist6","Random"
"8007","Dist1","Dist7","Quasi-Clementsian"
"8008","Dist1","Dist8","Quasi-Clementsian"
"8009","Dist2","Dist1","Random"
"8010","Dist2","Dist2","Gleasonian"
"8011","Dist2","Dist3","Random"
"8012","Dist2","Dist4","Quasi-Clementsian"
"8013","Dist2","Dist5","Random"
"8014","Dist2","Dist6","Gleasonian"
"8015","Dist2","Dist7","Clementsian"
"8016","Dist2","Dist8","Quasi-Nested"
"8017","Dist3","Dist1","Random"
"8018","Dist3","Dist2","Gleasonian"
"8019","Dist3","Dist3","Quasi-Nested"
"8020","Dist3","Dist4","Random"
"8021","Dist3","Dist5","Checkerboard"
"8022","Dist3","Dist6","Gleasonian"
"8023","Dist3","Dist7","Quasi-Clementsian"
"8024","Dist3","Dist8","Nested"
"8025","Dist4","Dist1","Clementsian"
"8026","Dist4","Dist2","Clementsian"
"8027","Dist4","Dist3","Nested"
"8028","Dist4","Dist4","Random"
"8029","Dist4","Dist5","Quasi-Clementsian"
"8030","Dist4","Dist6","Clementsian"
"8031","Dist4","Dist7","Nested"
"8032","Dist4","Dist8","Nested"
"8033","Dist1","Dist1","Random"
"8034","Dist1","Dist2","Clementsian"
"8035","Dist1","Dist3","Quasi-Nested"
"8036","Dist1","Dist4","Random"
"8037","Dist1","Dist5","Random"
"8038","Dist1","Dist6","Gleasonian"
"8039","Dist1","Dist7","Random"
"8040","Dist1","Dist8","Random"
"8041","Dist2","Dist1","Random"
"8042","Dist2","Dist2","Clementsian"
"8043","Dist2","Dist3","Quasi-Nested"
"8044","Dist2","Dist4","Quasi-Nested"
"8045","Dist2","Dist5","Random"
"8046","Dist2","Dist6","Clementsian"
"8047","Dist2","Dist7","Quasi-Nested"
"8048","Dist2","Dist8","Quasi-Clementsian"
"8049","Dist3","Dist1","Random"
"8050","Dist3","Dist2","Clementsian"
"8051","Dist3","Dist3","Quasi-Nested"
"8052","Dist3","Dist4","Quasi-Nested"
"8053","Dist3","Dist5","Random"
"8054","Dist3","Dist6","Gleasonian"
"8055","Dist3","Dist7","Quasi-Nested"
"8056","Dist3","Dist8","Nested"
"8057","Dist4","Dist1","Random"
"8058","Dist4","Dist2","Clementsian"
"8059","Dist4","Dist3","Random"
"8060","Dist4","Dist4","Quasi-Nested"
"8061","Dist4","Dist5","Random"
"8062","Dist4","Dist6","Clementsian"
"8063","Dist4","Dist7","Quasi-Nested"
"8064","Dist4","Dist8","Quasi-Nested"
"8065","Dist1","Dist1","Random"
"8066","Dist1","Dist2","Gleasonian"
"8067","Dist1","Dist3","Random"
"8068","Dist1","Dist4","Clementsian"
"8069","Dist1","Dist5","Random"
"8070","Dist1","Dist6","Quasi-Clementsian"
"8071","Dist1","Dist7","Clementsian"
"8072","Dist1","Dist8","Quasi-Nested"
"8073","Dist2","Dist1","Random"
"8074","Dist2","Dist2","Clementsian"
"8075","Dist2","Dist3","Quasi-Nested"
"8076","Dist2","Dist4","Random"
"8077","Dist2","Dist5","Random"
"8078","Dist2","Dist6","Clementsian"
"8079","Dist2","Dist7","Quasi-Clementsian"
"8080","Dist2","Dist8","Quasi-Nested"
"8081","Dist3","Dist1","Random"
"8082","Dist3","Dist2","Clementsian"
"8083","Dist3","Dist3","Random"
"8084","Dist3","Dist4","Random"
"8085","Dist3","Dist5","Random"
"8086","Dist3","Dist6","Clementsian"
"8087","Dist3","Dist7","Quasi-Nested"
"8088","Dist3","Dist8","Quasi-Nested"
"8089","Dist4","Dist1","Gleasonian"
"8090","Dist4","Dist2","Clementsian"
"8091","Dist4","Dist3","Quasi-Nested"
"8092","Dist4","Dist4","Quasi-Clementsian"
"8093","Dist4","Dist5","Clementsian"
"8094","Dist4","Dist6","Clementsian"
"8095","Dist4","Dist7","Nested"
"8096","Dist4","Dist8","Quasi-Clementsian"
"8097","Dist1","Dist1","Random"
"8098","Dist1","Dist2","Gleasonian"
"8099","Dist1","Dist3","Random"
"8100","Dist1","Dist4","Quasi-Clementsian"
"8101","Dist1","Dist5","Random"
"8102","Dist1","Dist6","Clementsian"
"8103","Dist1","Dist7","Random"
"8104","Dist1","Dist8","Quasi-Clementsian"
"8105","Dist2","Dist1","Random"
"8106","Dist2","Dist2","Clementsian"
"8107","Dist2","Dist3","Quasi-Clementsian"
"8108","Dist2","Dist4","Quasi-Clementsian"
"8109","Dist2","Dist5","Random"
"8110","Dist2","Dist6","Gleasonian"
"8111","Dist2","Dist7","Nested"
"8112","Dist2","Dist8","Nested"
"8113","Dist3","Dist1","Random"
"8114","Dist3","Dist2","Clementsian"
"8115","Dist3","Dist3","Random"
"8116","Dist3","Dist4","Random"
"8117","Dist3","Dist5","Random"
"8118","Dist3","Dist6","Gleasonian"
"8119","Dist3","Dist7","Random"
"8120","Dist3","Dist8","Quasi-Clementsian"
"8121","Dist4","Dist1","Gleasonian"
"8122","Dist4","Dist2","Clementsian"
"8123","Dist4","Dist3","Quasi-Clementsian"
"8124","Dist4","Dist4","Quasi-Nested"
"8125","Dist4","Dist5","Clementsian"
"8126","Dist4","Dist6","Clementsian"
"8127","Dist4","Dist7","Quasi-Clementsian"
"8128","Dist4","Dist8","Quasi-Nested"
"8129","Dist1","Dist1","Random"
"8130","Dist1","Dist2","Clementsian"
"8131","Dist1","Dist3","Random"
"8132","Dist1","Dist4","Random"
"8133","Dist1","Dist5","Random"
"8134","Dist1","Dist6","Random"
"8135","Dist1","Dist7","Random"
"8136","Dist1","Dist8","Quasi-Nested"
"8137","Dist2","Dist1","Clementsian"
"8138","Dist2","Dist2","Clementsian"
"8139","Dist2","Dist3","Quasi-Clementsian"
"8140","Dist2","Dist4","Random"
"8141","Dist2","Dist5","Random"
"8142","Dist2","Dist6","Gleasonian"
"8143","Dist2","Dist7","Quasi-Nested"
"8144","Dist2","Dist8","Quasi-Nested"
"8145","Dist3","Dist1","Random"
"8146","Dist3","Dist2","Clementsian"
"8147","Dist3","Dist3","Quasi-Nested"
"8148","Dist3","Dist4","Quasi-Nested"
"8149","Dist3","Dist5","Random"
"8150","Dist3","Dist6","Gleasonian"
"8151","Dist3","Dist7","Random"
"8152","Dist3","Dist8","Nested"
"8153","Dist4","Dist1","Clementsian"
"8154","Dist4","Dist2","Clementsian"
"8155","Dist4","Dist3","Random"
"8156","Dist4","Dist4","Quasi-Nested"
"8157","Dist4","Dist5","Clementsian"
"8158","Dist4","Dist6","Clementsian"
"8159","Dist4","Dist7","Nested"
"8160","Dist4","Dist8","Random"
"8161","Dist1","Dist1","Random"
"8162","Dist1","Dist2","Gleasonian"
"8163","Dist1","Dist3","Random"
"8164","Dist1","Dist4","Quasi-Clementsian"
"8165","Dist1","Dist5","Random"
"8166","Dist1","Dist6","Random"
"8167","Dist1","Dist7","Quasi-Nested"
"8168","Dist1","Dist8","Quasi-Clementsian"
"8169","Dist2","Dist1","Clementsian"
"8170","Dist2","Dist2","Clementsian"
"8171","Dist2","Dist3","Quasi-Clementsian"
"8172","Dist2","Dist4","Quasi-Clementsian"
"8173","Dist2","Dist5","Random"
"8174","Dist2","Dist6","Gleasonian"
"8175","Dist2","Dist7","Quasi-Nested"
"8176","Dist2","Dist8","Nested"
"8177","Dist3","Dist1","Random"
"8178","Dist3","Dist2","Gleasonian"
"8179","Dist3","Dist3","Quasi-Clementsian"
"8180","Dist3","Dist4","Nested"
"8181","Dist3","Dist5","Random"
"8182","Dist3","Dist6","Clementsian"
"8183","Dist3","Dist7","Random"
"8184","Dist3","Dist8","Quasi-Nested"
"8185","Dist4","Dist1","Clementsian"
"8186","Dist4","Dist2","Clementsian"
"8187","Dist4","Dist3","Quasi-Nested"
"8188","Dist4","Dist4","Quasi-Clementsian"
"8189","Dist4","Dist5","Clementsian"
"8190","Dist4","Dist6","Clementsian"
"8191","Dist4","Dist7","Quasi-Clementsian"
"8192","Dist4","Dist8","Quasi-Nested"
"8193","Dist1","Dist1","Random"
"8194","Dist1","Dist2","Clementsian"
"8195","Dist1","Dist3","Quasi-Nested"
"8196","Dist1","Dist4","Nested"
"8197","Dist1","Dist5","Random"
"8198","Dist1","Dist6","Random"
"8199","Dist1","Dist7","Quasi-Clementsian"
"8200","Dist1","Dist8","Nested"
"8201","Dist2","Dist1","Gleasonian"
"8202","Dist2","Dist2","Clementsian"
"8203","Dist2","Dist3","Quasi-Nested"
"8204","Dist2","Dist4","Clementsian"
"8205","Dist2","Dist5","Random"
"8206","Dist2","Dist6","Clementsian"
"8207","Dist2","Dist7","Quasi-Nested"
"8208","Dist2","Dist8","Quasi-Nested"
"8209","Dist3","Dist1","Random"
"8210","Dist3","Dist2","Clementsian"
"8211","Dist3","Dist3","Random"
"8212","Dist3","Dist4","Clementsian"
"8213","Dist3","Dist5","Random"
"8214","Dist3","Dist6","Gleasonian"
"8215","Dist3","Dist7","Random"
"8216","Dist3","Dist8","Quasi-Nested"
"8217","Dist4","Dist1","Gleasonian"
"8218","Dist4","Dist2","Clementsian"
"8219","Dist4","Dist3","Quasi-Nested"
"8220","Dist4","Dist4","Random"
"8221","Dist4","Dist5","Clementsian"
"8222","Dist4","Dist6","Clementsian"
"8223","Dist4","Dist7","Quasi-Nested"
"8224","Dist4","Dist8","Quasi-Clementsian"
"8225","Dist1","Dist1","Random"
"8226","Dist1","Dist2","Clementsian"
"8227","Dist1","Dist3","Random"
"8228","Dist1","Dist4","Random"
"8229","Dist1","Dist5","Random"
"8230","Dist1","Dist6","Clementsian"
"8231","Dist1","Dist7","Random"
"8232","Dist1","Dist8","Nested"
"8233","Dist2","Dist1","Quasi-Clementsian"
"8234","Dist2","Dist2","Clementsian"
"8235","Dist2","Dist3","Quasi-Nested"
"8236","Dist2","Dist4","Random"
"8237","Dist2","Dist5","Random"
"8238","Dist2","Dist6","Clementsian"
"8239","Dist2","Dist7","Quasi-Clementsian"
"8240","Dist2","Dist8","Quasi-Nested"
"8241","Dist3","Dist1","Random"
"8242","Dist3","Dist2","Gleasonian"
"8243","Dist3","Dist3","Quasi-Nested"
"8244","Dist3","Dist4","Nested"
"8245","Dist3","Dist5","Random"
"8246","Dist3","Dist6","Clementsian"
"8247","Dist3","Dist7","Quasi-Nested"
"8248","Dist3","Dist8","Quasi-Nested"
"8249","Dist4","Dist1","Clementsian"
"8250","Dist4","Dist2","Clementsian"
"8251","Dist4","Dist3","Clementsian"
"8252","Dist4","Dist4","Random"
"8253","Dist4","Dist5","Clementsian"
"8254","Dist4","Dist6","Clementsian"
"8255","Dist4","Dist7","Nested"
"8256","Dist4","Dist8","Nested"
"8257","Dist1","Dist1","Random"
"8258","Dist1","Dist2","Gleasonian"
"8259","Dist1","Dist3","Random"
"8260","Dist1","Dist4","Random"
"8261","Dist1","Dist5","Random"
"8262","Dist1","Dist6","Quasi-Gleasonian"
"8263","Dist1","Dist7","Random"
"8264","Dist1","Dist8","Clementsian"
"8265","Dist2","Dist1","Random"
"8266","Dist2","Dist2","Clementsian"
"8267","Dist2","Dist3","Clementsian"
"8268","Dist2","Dist4","Quasi-Nested"
"8269","Dist2","Dist5","Random"
"8270","Dist2","Dist6","Clementsian"
"8271","Dist2","Dist7","Random"
"8272","Dist2","Dist8","Quasi-Nested"
"8273","Dist3","Dist1","Random"
"8274","Dist3","Dist2","Gleasonian"
"8275","Dist3","Dist3","Quasi-Nested"
"8276","Dist3","Dist4","Quasi-Nested"
"8277","Dist3","Dist5","Random"
"8278","Dist3","Dist6","Gleasonian"
"8279","Dist3","Dist7","Clementsian"
"8280","Dist3","Dist8","Quasi-Nested"
"8281","Dist4","Dist1","Gleasonian"
"8282","Dist4","Dist2","Clementsian"
"8283","Dist4","Dist3","Nested"
"8284","Dist4","Dist4","Nested"
"8285","Dist4","Dist5","Random"
"8286","Dist4","Dist6","Clementsian"
"8287","Dist4","Dist7","Quasi-Nested"
"8288","Dist4","Dist8","Quasi-Nested"
"8289","Dist1","Dist1","Clementsian"
"8290","Dist1","Dist2","Gleasonian"
"8291","Dist1","Dist3","Quasi-Nested"
"8292","Dist1","Dist4","Quasi-Clementsian"
"8293","Dist1","Dist5","Random"
"8294","Dist1","Dist6","Gleasonian"
"8295","Dist1","Dist7","Quasi-Nested"
"8296","Dist1","Dist8","Nested"
"8297","Dist2","Dist1","Random"
"8298","Dist2","Dist2","Gleasonian"
"8299","Dist2","Dist3","Quasi-Nested"
"8300","Dist2","Dist4","Nested"
"8301","Dist2","Dist5","Random"
"8302","Dist2","Dist6","Quasi-Gleasonian"
"8303","Dist2","Dist7","Quasi-Clementsian"
"8304","Dist2","Dist8","Quasi-Nested"
"8305","Dist3","Dist1","Random"
"8306","Dist3","Dist2","Gleasonian"
"8307","Dist3","Dist3","Nested"
"8308","Dist3","Dist4","Quasi-Nested"
"8309","Dist3","Dist5","Checkerboard"
"8310","Dist3","Dist6","Gleasonian"
"8311","Dist3","Dist7","Quasi-Nested"
"8312","Dist3","Dist8","Nested"
"8313","Dist4","Dist1","Gleasonian"
"8314","Dist4","Dist2","Clementsian"
"8315","Dist4","Dist3","Quasi-Nested"
"8316","Dist4","Dist4","Random"
"8317","Dist4","Dist5","Clementsian"
"8318","Dist4","Dist6","Clementsian"
"8319","Dist4","Dist7","Quasi-Clementsian"
"8320","Dist4","Dist8","Quasi-Clementsian"
"8321","Dist1","Dist1","Random"
"8322","Dist1","Dist2","Gleasonian"
"8323","Dist1","Dist3","Quasi-Nested"
"8324","Dist1","Dist4","Quasi-Clementsian"
"8325","Dist1","Dist5","Random"
"8326","Dist1","Dist6","Random"
"8327","Dist1","Dist7","Random"
"8328","Dist1","Dist8","Quasi-Clementsian"
"8329","Dist2","Dist1","Clementsian"
"8330","Dist2","Dist2","Gleasonian"
"8331","Dist2","Dist3","Quasi-Nested"
"8332","Dist2","Dist4","Quasi-Nested"
"8333","Dist2","Dist5","Random"
"8334","Dist2","Dist6","Gleasonian"
"8335","Dist2","Dist7","Quasi-Clementsian"
"8336","Dist2","Dist8","Quasi-Nested"
"8337","Dist3","Dist1","Random"
"8338","Dist3","Dist2","Clementsian"
"8339","Dist3","Dist3","Random"
"8340","Dist3","Dist4","Nested"
"8341","Dist3","Dist5","Random"
"8342","Dist3","Dist6","Gleasonian"
"8343","Dist3","Dist7","Random"
"8344","Dist3","Dist8","Nested"
"8345","Dist4","Dist1","Gleasonian"
"8346","Dist4","Dist2","Clementsian"
"8347","Dist4","Dist3","Quasi-Clementsian"
"8348","Dist4","Dist4","Quasi-Nested"
"8349","Dist4","Dist5","Random"
"8350","Dist4","Dist6","Clementsian"
"8351","Dist4","Dist7","Nested"
"8352","Dist4","Dist8","Quasi-Nested"
"8353","Dist1","Dist1","Random"
"8354","Dist1","Dist2","Gleasonian"
"8355","Dist1","Dist3","Random"
"8356","Dist1","Dist4","Random"
"8357","Dist1","Dist5","Checkerboard"
"8358","Dist1","Dist6","Clementsian"
"8359","Dist1","Dist7","Clementsian"
"8360","Dist1","Dist8","Nested"
"8361","Dist2","Dist1","Random"
"8362","Dist2","Dist2","Clementsian"
"8363","Dist2","Dist3","Nested"
"8364","Dist2","Dist4","Quasi-Nested"
"8365","Dist2","Dist5","Random"
"8366","Dist2","Dist6","Clementsian"
"8367","Dist2","Dist7","Nested"
"8368","Dist2","Dist8","Quasi-Clementsian"
"8369","Dist3","Dist1","Random"
"8370","Dist3","Dist2","Clementsian"
"8371","Dist3","Dist3","Quasi-Nested"
"8372","Dist3","Dist4","Nested"
"8373","Dist3","Dist5","Random"
"8374","Dist3","Dist6","Clementsian"
"8375","Dist3","Dist7","Random"
"8376","Dist3","Dist8","Quasi-Nested"
"8377","Dist4","Dist1","Gleasonian"
"8378","Dist4","Dist2","Clementsian"
"8379","Dist4","Dist3","Quasi-Nested"
"8380","Dist4","Dist4","Clementsian"
"8381","Dist4","Dist5","Clementsian"
"8382","Dist4","Dist6","Clementsian"
"8383","Dist4","Dist7","Quasi-Nested"
"8384","Dist4","Dist8","Random"
"8385","Dist1","Dist1","Random"
"8386","Dist1","Dist2","Gleasonian"
"8387","Dist1","Dist3","Quasi-Nested"
"8388","Dist1","Dist4","Quasi-Clementsian"
"8389","Dist1","Dist5","Random"
"8390","Dist1","Dist6","Clementsian"
"8391","Dist1","Dist7","Random"
"8392","Dist1","Dist8","Nested"
"8393","Dist2","Dist1","Clementsian"
"8394","Dist2","Dist2","Clementsian"
"8395","Dist2","Dist3","Random"
"8396","Dist2","Dist4","Random"
"8397","Dist2","Dist5","Random"
"8398","Dist2","Dist6","Clementsian"
"8399","Dist2","Dist7","Quasi-Clementsian"
"8400","Dist2","Dist8","Quasi-Nested"
"8401","Dist3","Dist1","Random"
"8402","Dist3","Dist2","Gleasonian"
"8403","Dist3","Dist3","Random"
"8404","Dist3","Dist4","Quasi-Clementsian"
"8405","Dist3","Dist5","Random"
"8406","Dist3","Dist6","Clementsian"
"8407","Dist3","Dist7","Random"
"8408","Dist3","Dist8","Quasi-Clementsian"
"8409","Dist4","Dist1","Gleasonian"
"8410","Dist4","Dist2","Clementsian"
"8411","Dist4","Dist3","Quasi-Clementsian"
"8412","Dist4","Dist4","Random"
"8413","Dist4","Dist5","Random"
"8414","Dist4","Dist6","Clementsian"
"8415","Dist4","Dist7","Quasi-Nested"
"8416","Dist4","Dist8","Quasi-Clementsian"
"8417","Dist1","Dist1","Random"
"8418","Dist1","Dist2","Gleasonian"
"8419","Dist1","Dist3","Random"
"8420","Dist1","Dist4","Quasi-Nested"
"8421","Dist1","Dist5","Random"
"8422","Dist1","Dist6","Clementsian"
"8423","Dist1","Dist7","Random"
"8424","Dist1","Dist8","Quasi-Nested"
"8425","Dist2","Dist1","Random"
"8426","Dist2","Dist2","Clementsian"
"8427","Dist2","Dist3","Quasi-Nested"
"8428","Dist2","Dist4","Random"
"8429","Dist2","Dist5","Random"
"8430","Dist2","Dist6","Gleasonian"
"8431","Dist2","Dist7","Random"
"8432","Dist2","Dist8","Quasi-Nested"
"8433","Dist3","Dist1","Random"
